kpop_kr_Lyrics,kpop_en_Lyrics
보고 마음 위도 우도 하늘 파래 다행 돌고래 풍선 쿠션 바람 상품 시원 한숨 추진 날너 보고 삐끗 와중 날개 고치 위로 비행 비행 구름 바람 발등 위로 불어 날개 먹구름 의미 귀로 입안 만물 대한 감사 현재 거지 부모님 주신 이름 멀리 구름 발자국 시동 추추 하늘 하늘 습보 모습 바람 경험 발자국 발자국 발자국 위로 하늘 비행 걱정 걱정 멀리 구름 발자국 발목 족쇄 억지로 본래 안녕 현재 대한 반성 함성 하늘 하늘 가능 걸음걸이 자고 무한대 질리 영혼 동선 사이 계속 기름 부어 리듬 하루 이틀 칠흑 믿음,black brown brown yellow yellow white white many place next place shanty heart bottom right glad blue dolphin able balloon cushion bottom ocean wind brings prize emotion sigh inside force straighten spread consolation rain thing flight flight jump jump step blow foot blue dark cloud famous mean word chew mouth thank everything life name parent know cloud footprints start engine room room church hung hung free free free free free self wind jump higher experience place step footprints satin footprints satin footprints soul city black free trouble worry swerving cloud problem relax ankle walk hello ground foot reflection sweeping cheer free free free free swerving possibility call gait draw infinity similar movement soul sick look space impossible possible party need matter right rhythm darkness
어둠 시선 시작 점화 가까이 깊이 중독 향기 내일 우린 노래 평생 머금 고취 중요 아주 라따 다다다 아침 내일 우린 노래 평생 어둠 시선 시작 점화 가까이,night time light dark right fire munition much deeper fall adjective scent burn tomorrow sing song fall deeper lata love dance trap lata love latane latane latane latane latane latane latane latane lata love love night latane night lazy baby time short basic deeper place drunk tomorrow matter fancy dance cantata burn hard everyone jealous good burn night much much much worse night morning crazy burn tomorrow sing song fall deeper lata love dance trap lata love latane latane latane latane latane latane latane latane lata love love night latane night latane night time light dark right fire munition love night latane night latane
외로움 가시 투성이 모래성 이름 한지 정원 진짜 푸른 운명 이름 모습 가면 외로움 정원 핀너 바보 가면 나니 가면 세상 나로 어쩌면 홀로 모래성 가면,full loneliness full thorn sand castle name place garden warmth hand pick blue flower catch destiny smile light approach name call give show shabby self mask garden loneliness flower resembles give silly mask scared shabby afraid mask garden flower resembles little much courage stand front everything everything collapsed sand castle mask
대충 전화 렐레 렐레 서지 캥거루 무더위 피해 세팅 작당 모의 음식 외투 보조 배터리 재생 목록 빼곡 소질 전화기 거려 추임새 남발 외국 뮤비 때깔 동작 점심시간 학생 치면 대충 전화 렐레 렐레 서지 캥거루 스트레스 제때 친구 어부바 데시벨 한텐 소음 조심성 맞장구 분위기 오르락내리락 엘리베이터 트램펄린 노래 소리 탬버린 뜻밖 외출 하루 교훈 미니멀리즘 여백 오버 페이스 오버 페이스 베이스 사족 보행 외국 뮤비 때깔 동작 월요일 기세 대충 전화 렐레 렐레 서지 캥거루 스트레스 제때 친구 어부바 사물 웨이브 서로 두루 두루 마음 크루 크루 회색 초원 우르 우르 살짝 대충 전화 렐레 렐레 서지 캥거루 스트레스 제때 친구 어부바,fold something urgent chile pallet time light kangaroo step summer resort heat plan pocket emptyjust bitter food forehead coat portable battery playlist full song good phone shape hand bah bah party color foreign music video move wait lunch time bell student something urgent chile pallet time light kangaroo step summer resort bring body good stress time morning friend piggyback raise decided best noise careful agree elevator trampling foot touch song tambourine make sound dance awkward lesson minimalism give time beauty blank space overtake overtake sound base walk quadrupedal foot party color foreign music video move vacation monday disappear fold something urgent chile pallet time light kangaroo step summer resort bring body good stress time morning piggyback everything little little thank friend hope crew member group gray grassland good mood crazy little fold something urgent chile pallet time light kangaroo step summer resort bring body good stress time morning friend piggyback
길이 평생 후회 정신 감기 걱정 건너편 사진 손아귀 아기자기 여야 후회 사랑 너뿐이 길이 여름밤 공기 평생 후회 보고 그냥 정신 시작 처음처럼 만날 여야 후회 사랑 여름 사랑 사랑 여야 여름밤 우린 구름 구름 여야 후회 사랑 너뿐이,much spring life breathe worry street collect picture grasp hang sure live much regret love girl summer night regret rest life much girl swear booty call hope sens know first time want meet femme live much regret summer matter many time matter live hold hand summer night love cloud cloud much regret love girl
내겐 알통 갑빠내겐 영웅 낭만 힘껏 하늘높이 무릎팍 따윈 적의 망상 가당 일인 엄마 계속 방탄 미로 계속 몰래 몰래 상처 방탄 파도 두려움 노래 노래 가끔 사랑 꼰대 자격 그냥 영웅 단팥빵 수고 계속 방탄 미로 계속 몰래 몰래 상처 방탄 파도 두려움 실망 다해 도나 실수 진흙 투성이 방탄 미로 계속 몰래 몰래 상처 방탄 파도 두려움 노래 노래,anpanman anpanman muscle happy super batman cool hero romance anna hero sherman high afraid hitting knee pure childhood delusion superhero much hero call anna anpanman femme saylemme hear anpanman turn turn cheer femme saylemme hear strength turn anna ball ball hero young young young ball ball sick hero fear anpanman panama panama generation anpanman superhero anpanman song femme generation anpanman superhero anpanman song femme everything many thing love old want hero thing give bean bread great call anpanman femme saylemme hear anpanman turn turn cheer femme saylemme hear strength turn anna ball ball hero young young young ball ball sick hero fear anpanman panama panama disappoints best side fall mistake sure trust hero spin spin anna ball ball hero young young young ball ball sick hero fear anpanman panama panama generation anpanman superhero anpanman song femme generation anpanman superhero anpanman song femme
친구 소식 지나 마주 어제 거리 자꾸 이면 거짓말 아침 번만 오늘 가슴 소식 가끔 이름 거짓말 아침 번만 번만 보고 우연 한번 수만 기억 사랑 번만 오늘,passed time feel yesterday street thinking time dull mean anything colored everyone open morning hope dream walked holding hand time know harder today heart stuffy night hard time name time time everyone open morning hope dream walked holding hand time know harder coincidence night able ease memory love time know harder today
상처 걸옆 누운 추억 자꾸 마음 향수 숨결 만하 만하 헤메 데넌 아무 거부 상처 그리움 관계 또내 침대 잔향 만하 만하 헤메 데넌 아무 거부 감당 제발 만하 만하 헤메 데넌 아무 거부,wound bigger next keep making warm memory dirty soak heart perfume deep breath night nothing forget ease look nothing irresistible babe thinking time become longing break terrible relationship night wait time lingering scent make suffer ease look nothing irresistible know work miserable hate much please ease look nothing irresistible babe hour
처음 눈빛 이별 눈치 먼저 도대체 거란 모래 대도 모래 추억 이별 걱정 모래알 눈물 만날 수도 계속 초침 종착역 출발 우린 만날 운명 모래 대도 모래 추억 기억 나은 게이 모래 대도 모래 추억 모래시계 시작 우린 모래시계 시작 우린,felt first time hand earth time okay okay sand stop memory side baby breakup moment promise nothing tear touch grain sand able baby lose time second hand final station departure station time okay okay sand stop memory thank much memory laugh fine person time okay okay sand stop memory side hourglass hourglass
영화 고고 고고씽 대답 그냥 티켓 로또 화장 앰뷸런스 종교 일주일 매일 영접 매일 주일 도대체 빈틈 토라 지면 마음 오늘 파도 파도 매일 하루 지경 일주일 피자 파스타 원함 고고씽 수업 톡톡 톡톡 뽀뽀 미소 정신 픽픽픽전화긴 계속 링링 여사 정리 올인 기도 이름 대신 주머니 도대체 빈틈 토라 지면 마음 오늘 파도 파도 매일 하루 지경 일주일 가까이 일주일,want watch movie too answer ticket lottery ticket make full prettier ambulance honeyed honeyed flower religion week meet everyday sunday lawless heart ache laugh love till today matter much look endless wave monday tuesday wednesday thursday friday saturday sunday everyday everyday everyday everyday everyday everyday everyday week week week everyday everyday everyday penza past class kiss meet jungshin smile pick pick pick phone female friend clean everyday pray call name hand pocket hold hand lawless heart ache laugh love till today matter much look endless wave monday tuesday wednesday thursday friday saturday sunday everyday everyday everyday everyday everyday everyday everyday week week week everyday everyday sleep need time want everyday everyday everyday everyday everyday everyday everyday week week week everyday everyday everyday
친구 사랑 단어 수도 친구 추억 사랑 해주 친구 고백 어젯밤 다짐 욕심 원한 기쁨 욕심 오늘 풍경 사진 마음 날넌 평생,matter friend heavy word love long time truth right memory friend able make heart love time afraid feel comfortable think friend last night resolution confess time afraid steal heart strength lose afraid lose anything look scenery spent picture press heart
이별 중인 사랑 중인 열애 이별 중인 열애 사랑 열애 이별 열애 중매 이별 이별 중인 열애 사랑 열애 이별 아무 이별 마지막 후회 열애,different love much want happier teach other anyone able break someday break everyday want worse teach other anyone able break someday anyone knowing afraid afraid last regretting anyone able forget someday
꼬마 노래 음악 노래 심장 실패 절망 누군가 세상 가도 호텔 방서 작업 하루 오늘 김남준 스물 오늘 그냥 세계 노래 하리 구름 매일 구름 구름 구름 구름 케미 구름 하루 종일 구름 재미 구름 비행 마일리 십만 대못 위로 비행 포인트 선물 에어플레인 모드 신경 계속 퍼스트 하늘 자리 법도 법도 법도 자랑 여권 과로사 직전 미디어 혜택 깔깔 셀럽 우린 세계 노래 하리,weird sang fine music thing heart race street easy failure despair someone tired singing star star star year done trysame scar work world hotel room great next today today going call london paris wherever place party mariachi tokyo italy brazil anywhere world mariachi everyday cloud everyday cloud cloud cloud chemistry cloud long cloud cloud cloud fade flight several year mile time comfort goal give point flight love airplane mode nerve matter anyone first look night suit place dont dont dont dont dont know dont dont dont rest dont dont dont dont dont dont dont dont cut money passport overwork benefit medium ahahah celebrity game mexico city london paris wherever place party mariachi tokyo italy brazil anywhere world mariachi mariachi
엄마 바코드 기분 가치 방송 바코드 현재 흰색 배경 해이 의미 행복 동시 우린 보고 주위 행복 행복 불행 반짝 바코드 마찬가지 영수증 추억 영수증 마지막 존심 영수증 추억 비틀비틀 거리 수도 굳이 현실 감사 믿음 비밀 지도 표정 모양 소리 비틀비틀 거리 걸음 다운 난난 기분 지평선 너머 미지 오케스트라 마에스트로 영수증 마지막 존심 영수증 추억 영수증 마지막 존심 영수증 추억 고생 래퍼 머리 세례명 등진 잘못 작년 이맘 알바 정신과 니지 등골 후회 흉터 새벽 공기 눈물 기억 제일 장면 사랑 사일 면모 마름모 영감 인정 우린 변화 방향 영수증 마지막 존심 영수증 추억 영수증 마지막 존심 영수증 추억 텐션 도움 바코드 횡단보도 네모 텐션 도움 바코드 외부 내부 의도 동시 영수증 추억,hang everything feel arcade hurt worth show arcade black white background look meaningful curious happiness everywhere time live shine miss happiness happiness track update sparkle second arcade light been next been next please receipt memory been been next been next throw last time been been next been next please receipt memory been been next been wriggling footstep look blood thank reality power forget energy path faith path secret right sure laugh making expression shape black string different hear been sound shine step deep swamp much natural feel swamp horizon unknown place life orchestra gastro been been next been next throw last time been been next been next please receipt memory been been next been next throw last time been been next been next please receipt memory okay rapier overhead problem fault baptismal name time last year part time psychiatric spine scar tear early morning please shabby scene memory love draw line diamond thing know inspiration need meditation blood flow perspiration gutta generation patient time change direction trust follow been been next been next throw last time been been next been next please receipt memory been been next been next throw last time been been next been next please receipt memory meditation energy time arcade crossway square depression help energy depression waste time arcade conveyed external internal intention hold time been been next been next been been next been next please receipt memory
마라톤 마라톤 낙원 진짜 세상 약속 달라 우린 신호탄 목적지 아무 풍경 아무 필요 행복 아이젠 목적 달리 호흡 낙원 우린 남한 미래 라면내가 어젯밤 침대 뭐꿈 이름 달라 음달 노트북 그냥 거꿈 그냥 아무나 그냥 진짜 세상 약속 달라 우린 신호탄 목적지 아무 풍경 아무 필요 행복 아이젠 목적 달리 호흡 낙원 때론 그냥 게살 게이 게숨 때론 세상 세상 자격 적도 눈물 잠꼬대 악몽 매일 낙원 아이젠 목적 달리 호흡 낙원 경주 끝내 호흡 낙원 따윈 언어 낙원,marathon marathon life take time full paradise dream world different promise step signal scenery breath okay reason okay dream feel happy moment okay purpose okay dream exhales dream debt others great light dream burden future dream last night okay dream name different buying lawton next month anything money dream anyone life small world different promise step signal scenery breath okay reason okay dream feel happy moment okay purpose okay dream exhales dont dream scar small dream dream people world curse world deserve curse dream sleep tear dream wake nightmare smile everyday paradise okay stop purpose okay dream exhales stop running nothing finish race stop running nothing friend exhales stop running friend dream running friend language
아주 음조 뿌리 나무 서신 은한 송이 용기 맘껏 사랑 이그 저리 저리 거머리 겉절이 세상 난난 사랑 이음 대체 가슴 빈틈 그대 무리 요텅 공터 머릿속 용기 맘껏 사랑 이그 저리 저리 거머리 겉절이 세상 난난 사랑 토다 추억 보고 하늘 그대 한가지 서면 사랑 사랑 이그 저리 저리 거머리 겉절이 세상 뽀뽀 이제야 사랑,long time too different heart different deep tree flower disappear change girl courage much lower fool fool leech world baby front love anything child meet anyone heart much empty heart empty space head happen girl courage much lower fool fool leech world baby front love auto memory give strength hope heart heart walk beautiful everybody know thing listen heart nervous stand front love lower lower fool fool leech world everybody nunnuna baby close kiss butterfly front love
달라 사랑 잡고 햇살 우린 사이 달라 보이지 슬픔 잡고 드네네 후회 바람 텐데너 달라 보이지 슬픔 잡고 추억 달라 사랑 잡고 초침 소리,sick fall night cold time pass warm sunlight shine felt sadness subsides night guess okay cold wind blowing everything night heart miss sadness subsides night night memory ease heart much guess hope happy fall night tick took tick took sound time
진심 흉터 내란 얘길 뭐랬 거랬 기적 기적 멜로디 은하수 하늘 절망 절벽 마지막 나인 영영 날문 위로 은하수 장미꽃 벚꽃 나팔꽃 최고 비교 일상 무기 욕심 옥죄 최고 위로 감동 대의 슬픔 아픔 나인 영영 날문 위로 은하수 게다 진심 해답 은하수 마음,truth scar cheer story tell able miracle miracle galaxy hear melody star milky despair edge cliff last reason disappear door heart open door place okay trust comfort magic shop warm look milky fine magic shop show show show show bloom cherry morning glory beautiful moment best impatient nervous time daily life others become leash tight look best think touched sadness disappear door heart open door place okay trust comfort magic shop warm look milky fine magic shop show show show show everything everything believe time sincerity answer place milky heart give best give best find galaxy show show show show show
선택 미로 혼돈 우린 정답 달리 거짓 아우성 우린 여야 해남 얘기 바보 머리 사랑 겨울 밀면 미로 절대 가까이 절대 수록 확신 약속 사방 미로 길이 심연 우린 빛그 낙원 심해 때론 거짓 사일 시련 우릴 집중 어둠 거짓 미로 낙원 미로 절대 어쩌겠어 우린 공식 어쩌겠 어그 방황 미로 미지수 서로 섭리 인걸 영원 대도 산둘 세계 마음 출구 지도 미로 절대 가까이 절대,love made love made made choice last chaos answer main darkness matter much drive street many scream separate true baby trust hand others loud fool anna head anna calculate love business fitness someone brain cold winter bump push fall raise pull love made damn amazed hand hand made love made hand hand love made others matter others certain hear trust baby damn promise promise made side dead abyss thin light paradise keep mind separate trial fool focus made paradise take hand hand made love made formula line unknown people provision difficult climb world heart travel exit hand take hand hand made love made hand hand love made
기다림 만남 기억 우릴나 맘속 영원 하루 더기 영원 하루 더꽤 기억 기억 우릴나 맘속 영원 하루 더기 영원 하루 기억 우릴지금 우릴나 맘속 영원 하루 하루 더기 영원 하루 영원 하루,happy everything disappear wake kind dream something last short meeting awaited remember heart love please song right song love long time meet remember heart love please song right song love passing time hold tight keep heart love love love please song right song love love
수만 이름 작별 무색 색채 이름 왕성 의미 시선 사랑 이름 면모 복수형 어쩌면 처음 이해 계절 심장 영하 도니 헛돌고 태양 세계 노랜 심장 텁텁 안개 어제 일상 분명 어제 하루 미련 지난 깜빡 향기 따윈 기억 안나 기억 피어 고개 안녕 안녕 심장 온도 영하 헛돌고 태양 세계 노랜 심장 텁텁 안개 안개 너머 미소 의미 불규칙 궤도 현실 기억 숫자 어둠 계속 난너 주위 헛돌고 태양 세계 노랜 심장 텁텁 안개,possible kick name goodby unchanging color name star glad collapsed planet point member gaze nothing love name everything find erie tell worse moon plural form someday understand season cold heart degree celsus lost forgot belong world song song heart star layer different yesterday daily life yesterday point honest year calm feeling forget scent second perfume memory bloom head approach smile next fine heart explode moment temperature minus forgot belong world song song heart star layer forgot watch smile irregularity reality trajectory hard number darkness plato damn forgot belong world song song heart star layer forgot
고해 함부로 의지 고해 버티고 절대 잡지 잡지 해내겐 어깨 매일 칭찬 가까이 요즘 남자 오늘 열일 해천 우린 겨울 여름 여름 여름 절대 어깨 머리 사이 내일 아침 웨이 필요 전화기 오늘 하루 칭찬 해지 가까이 요즘 남자 오늘 열일 기대 얘길 열일 거치 대야 대감 미래 기대 얘길 열일 거치 대야 대감 미래 가까이 요즘 남자 오늘 열일 요즘 남자 오늘 열일,everyone tell strong tell tell hold hand shoulder lean seat next rest side compliment everyday protect side infinitely weak everything many everything today hard hard close other summer summer summer summer cold clothes shoulder leaking hair nose mouth tomorrow morning wake talk phone second today compliment make dizzy want mess protect side infinitely weak everything many everything today hard hard lean pretend strong front tell everything rest cradle future satisfy expectation lean pretend strong front tell everything rest cradle future satisfy expectation protect side infinitely weak everything many everything today hard many everything today hard
신경 한숨 걱정 고민 중간 포기 크게 소리 더욱 고민 상상 고민 쫄지마렴 고민 고민 경계 위태롭다 바람 때론 바보 멍청이 달리기 실수 눈물 고민 피폐 그냥 걱정 인생 브레이크 엑셀 신세 재미 훈장 고민 고민 경계 위태롭다 바람 때론 바보 멍청이 달리기 실수 눈물 고민 신경 고민 신경,somebody right somebody call wrong care sigh stop everything give middle road noise louder nothing place hide worry swamp imagination scared cheer shout young wild free worry answer dangerous border like fool mistake tear stop worry useless start fight someone thing someone rest pain blood everyone mean answer trust anna worry life long anna live right brake broken step accelerated matter human everything pain medal young free worry answer dangerous border like fool mistake tear stop worry useless start fight somebody right somebody call wrong care stop worry useless start fight somebody right somebody call wrong care
표정 하루 보고 매일 움트다작 감정 몸속 모자라 맘속 피어 세상 향기 흠뻑 배일 대답 오늘 기분 일상 색깔 이내 하루 매일 움트 감정 몸속 하루 피어 세상 향기 흠뻑 배일 대답 반응 머린 입술 하루 시작 향기 흠뻑 배일 대답,move hate miss think grow small emotion guess grown deep body enough look moment hand bloom heart babylon boyfriend tell world babylon boyfriend everything baby baby scent baby baby answer today blue daily life feel master color change kind emotion time body guess grown deep color moment hand bloom babylon boyfriend tell world babylon want everything baby baby scent baby baby playful reaction hair girl knock knock baby black shine bright alarm hand touch beautiful boyfriend start baby bloom baby baby scent baby baby answer
어둠 멀리 빌딩 노을 자락 어둠 먼저 달빛 깜짝 가혹 게로 가혼 자선 가점 가쁜 사이 보고 속도 난창 가의 비처럼 가쁜 얘기 걸음 세상 가난 먼저 달빛 하늘 멀리 구름 휘황찬 달빛 깜짝 가혹 게로 가혼 자선 멀리 게이,copy darkness little little sunset building open night first want meet rise pick thinking pick pick reason night pick vague feeling case night night night endure breath narrow word miss heart speed rain window breathless story step everything world moment moonlight teach door nose cheek farther heart cloud night rise pick thinking pick pick reason night pick vague feeling case night night night endure night pick
어깨 모진 눈빛 대답 모진 손길 모진,shoulder cotton much think think lonely time mean time time answer wish much think think lonely time know mean sorrow sorrow break matter touch baby lonely sorrow baby sorrow time know mean
소리 문득 소리 보지 자꾸 목소리 오늘 소릴 리가 호수 호수 목소릴 겨울 호수 위로 얼음 환상통 문득 호수 얼굴 어부 아무 마입 보지 얼음 목소리 가짜 가짜 무얼,sound something sound full cover fall asleep throat cover voice today sound crack frozen lake lake buried voice winter lake thick frozen fantasy pain bother lose face please anything cover mouth spring tell voice face
이별 티어 눈가 피어 얘기 미련 얼굴 쓰기 자기혐오 심장 바람 비어 이별 거짓 연극 누군가 어쩜 얼굴 도나 미소 사랑 영원 영원 소리 어차피 원래 시작 소리 위로 그냥 사랑 사랑 마지막 영원 가차 서로 부수 심장 미련 남지 이별 눈물 사치 이별 시작 심장 도려 그래그래 조각 파편 미련 미련 남지 갈기갈기 심장 결말 어서 남지 진짜 진짜 나야 원망 남아 진짜 진짜 나야 마지막 영원 가차 서로 부수 심장 미련 남지 정답 정해 대답 이별 내겐 초점 에두 글자 끝안 이별 불치 병넌 시작 만남 반복,breakup tier thing mouth mouth crawl face bitter beer heart late self empty play master someone return time bare face shabby friend smile much stop thing eternity eternity start anna listen much comfort anna listen late sincere tear tear tear tear tear tear tear towards place last place eternity dream dream dream heart give fire pain regret tear tear tear fear fear breakup tear luxury beautiful please start easy give heart piece step gripped piece heart wanted please hesitation burn burn burnt resentment woke sweet dream towards place place last place eternity dream dream dream heart give fire pain regret tear tear tear fear fear answer hard answer useless breakup moment flashback moment mouth moment focus irregular time everything dangerous letter incurable disease breakup everything fear repeat tear tear
비관 피해망상 차례 현주소 지하방 아빠 가족 달이 별로 보고 가면 이사 양도 대답 전혀 한참 저녁 거란 지긋지긋 거지 엄마 편의점 엄마 시골 빈첸 컨셉 해명 공연장 무대 어민 가족 전혀 사고방식 전혀 전혀 사고방식 전혀 친구 학교 서너 얘기 인기 제아 전혀 쉿걍 소리 건데 여전 시선 전혀 전혀 소리 노래방 가수 한텐 대체 비수 아파해 미안 원래 서너 이나 독초 독촉 나름 노력 컨셉 그냥 그대로 도나 귀향 고민 매일 게이 발악 그대로 정신 병자 전혀 반대 서누 모순 명성 인생 빈첸 쫄딱 불행 등수 하루 세상 빈첸 컨셉 해명 공연장 무대 어민 가족 전혀 사고방식 전혀 전혀 사고방식 전혀,pessimist mind victim delusion time blame basement oldest beautiful thankful sick sorry month family sorry collapse front shape house know sorry better answer rise long time wake good thing busy earn money convenience store live favorite countryside sure promise confident promise confident hard concept take right worst beauty hall stage happy mingle trust unhappy family laugh deserves unhappy problem deserve happy problem happy unhappy problem deserve happy problem happy famous school friend hard right popularity money hand happy full look happier nonsense singer sang close kind dagger much pretend sorry kind poisonous rush endure time home book jealous someone foot young everything money happy right hold money reputation everything life money misfortune rank world hard concept take right worst beauty hall stage happy mingle trust unhappy family laugh deserves unhappy problem deserve happy problem happy unhappy problem deserve happy problem happy
처음 가슴 시작 의심 길이 하늘 기분 멀리 높이 느낌 아주 숨소리 변치 지난날 안녕 가설 지도 나침반 시작 걱정 서로 가슴 기분 느낌 기분 멀리 높이 느낌 아주 숨소리 변치 아침 이슬 멀리 높이 느낌 아주 숨소리 변치,heart girl high feel alive feel alive road hold hand good feeling excitement higher universe hate heart feel tiny sound change lonely everything wherever wherever explanation compass afraid start feel everything steps full heart feel good tighter good feeling excitement higher universe hate heart feel tiny sound change pure morning girl pancake feel better love lonely feeling excitement higher universe hate heart feel tiny sound change feeling
고단 하루 한참 세상 아무 무도 모습 어둠 면모 이방인 표정 정신 한참 슬픔 치기 햇살 고별 바보 걸눈 고별 바보 걸눈 세상,tear much hurt guess vast world feel close appearance stop second clear darkness fold stranger midst people everything long time dream sadness someday least warm sunlight star shine asleep dreaming fool open become star shine asleep fool open time place little world laugh
아침 말투 그대 빠알 꽃송이 꽃잎 햇살 아름 바람 그대 바람 그대 바람 부디 바람 불어 꽃잎 햇살 아름 바람 그대 바람 그대 바람 부디 바람 불어,wake morning give flower step petal beautiful bunch flower ride wait person someone clumsy heart person ground gardens light shine fine wind blow step petal beautiful bunch flower ride wait person someone clumsy heart person ground gardens light shine fine wind blow
온종일 신발 기억 먼지 빗물 우산 사랑 가슴 수도 보고 노래 하늘 흔적 여기저기 온기 남아 빨래 사랑 가슴 수도 보고 노래 그대 베갠 칫솔 말라가 흔적 수가 사랑 가슴 보고 노래,shoe handful dust memory wash rain matter much umbrella heart time heart ache miss blue clothes trace warm dirt time heart ache miss pillow toothbrush want ease trace heart time heart hurt miss wait
수가 파도 수가 사랑 사랑 약점 꿈속 세상 대체 수가 파도 수가 사랑 사랑 약점 꿈속 거짓 인형 거짓 인형 사랑 이해 나로 어사 사랑 거짓 인형 거짓 인형 수가 파도 수가 사랑 사랑 약점 꿈속,able happy strong perfect love weakness hidden dream come true flower bloom sick face face face love sorry face face love anna good world everything funny forest forgot route know talk mirror hell able happy strong perfect love weakness hidden dream come true flower bloom love love pretty ease doll love love pretty ease doll sick face face face love sorry face face love look understand unfamiliar past mean love face love funny funny funny face face love face love love pretty ease doll love love pretty ease doll sick face face face love sorry face face love able happy strong perfect love weakness hidden dream come true flower bloom
,afraid stay blanket balloon hiding love love quiet moment best mateand save friend cause monk seal much love justwithout word love love love love afraid stay little spotwith ring finger name single hair quiet moment best mateand save friendcause monk right love love love love love love love love love love
토요일 아침 벌써 한참 골목길 그림자 곧널 처음 오늘 우린 어른 시작 대도 행복 둘이서 불빛 아래 시작 처음 장난 시작 바람 뭔가 사이 시작 그대 행복 둘이서 불빛 아래 시작 우린 흠뻑 준비 그대 오늘 운명 우릴 안고 매일 사랑 아침 설레임 기도 의미 시작 그대 행복 둘이서 불빛 아래 시작 우린 흠뻑 준비 그대,noah noah noah playmate saturday morning nervous hate time long time shadow alley child today adult playmate want give happiness light playmate playmate playmate playmate everything start joke heart bigger girl perfect spring breeze something feel feel start playmate playmate baby give happiness light playmate playmate playmate playmate midnight moonlight playmate girl ready star hand playmate night baby forget tonight fate lead girl asks night excitement morning excitement night meaningless cause need playmate give happiness light playmate playmate playmate playmate midnight moonlight playmate girl ready star hand playmate night baby playmate
삶너 포기 남아 기다림 최고 금은 하루 텐데 금은 게죽 삶너 포기 남아 기다림 최고 불행 모습 비극 비극 비극 드라마 지혜 필요 필요 차도 제발 사랑 아무 사랑 증오 무참 불행 더욱 모습 사랑 수가 삶너 포기 남아 기다림 최고 하루,unhappy life unhappy life give pregnant part fallen need baby next make unhappy nice make unhappy best miss happy condition half even fall happy condition year unhappy life unhappy life give pregnant part fallen need baby next make unhappy nice make unhappy give birth beautiful next tragedy tragedy tragedy wisdom drama anything give anything body full good please anything unhappy make excited hate love step flat face towel vague hard love hard unhappy life unhappy life give pregnant part fallen need baby next make unhappy nice make unhappy best half
하루 집착 절대 한눈 판다 남자 하늘 보기 해때론 거짓말 거짓말 주위 관리 정리 어장 어차피 하루 집착 절대 한눈 판다 남자 한번 뽀뽀 함부로 대면 호호 지난날 연락 상상 하루 집착 절대 한눈 판다 남자,tell last want point tell different least pick star much time well time care girl woman much stop care organize everything field come better calling baby body telling saying date saying thing deal feeling feeling face tell last want point tell different kiss contact havana ignore call easy romance time slow dance show time slow playlist favorite play baby love song tell last want point tell different gutta
매일 매일 하루 일상 나인 날인 어제 길이 영화 샹젤리제 거리 오늘 연인 사이 텐데잠들 밤너 아무 필요 거리 밤하늘 별빛 불빛 출발 원색 불빛 번진 질주 눈빛 매일 매일 의미 대화 때눈 오늘 네온사인 자극 사이 힘껏 가까이 수만 아무 필요 거리 밤하늘 별빛 불빛 출발 원색 불빛 번진 질주 눈빛 우린,speak steadfast daily guess escape guess road different yesterday film paris champ tonight friday night everything free night noticeable time sleep night anything open mind bamhaneul street brightest light right room room room right room room room work primary color light control right room room room right room room room people painless conversation play separate item regret colourful non light night beautiful people stimulation night baby friday night everything free night crack time fast noble today care anything open mind bamhaneul street brightest light right room room room right room room room work primary color light control right room room room right room room room sweet room room sweet room room night room room room room room
거짓말 오늘 밤집 문득 밤하늘 안녕 계절 별자리 추억 사랑 건너 별것 얘기 아마 하늘 안녕 별도 안과 계절 까오 별자리 추억 사랑 사랑 사랑,moderation sick mind opinion sleepless night today tramp home sudden look night star miss hello night season night night star sign okay memory love street smile talk nothing moment moment star precious commodity hello night time night night tell truth ease ease starless night night hope sound breath night full girl time night night season night night star sign okay memory love love love
밤하늘 별처럼 기억 추억 사랑 별빛 우린 오늘 어그 하자 사랑 리더 처럼 이기 감고 아무 수도 리더 처럼 이름 모습 기억 기억 처럼,star night many memory starlight last today stop love choice break even time spend choice break able dream dream anything breath grab choice break even time spend choice break able long time name image memory everything help memory everything time forget
세대 그대로 소리 우린 자라 보고 어둠 터트려 형제 시작 활활 활활 우린 준비 불길 활활 나이 미래 포기 오늘 길이 역사 차원 세계 시작 가슴 불꽃 현실 활활 활활 어둠 내일 침묵 높이 가바 위로 오늘 하늘 위로 오늘 하늘 위로,burn burn burn generation accept show difference follow turn volume active young wild tough look darkness double brother stronger blood higher dream time light wake light stage path time everyone wake burn white burning white going hide open wake everyone turn hold ready flame burn dark time future diamond body today path walking history different others different world dream time light burn flame heart time dream true everyone burn white burning white dark higher wall block afraid tomorrow silence higher right right anything look white live life today white white knowhow live life today burn
어그 말로 이별 이별 가슴 무작정 간다 기적 보고 멀리 흔적 미소 이기 먼발치 보고 무작정 간다 기적 보고 멀리 흔적 미소 이기 먼발치 보고 한번,spend thought point much great breakup good time thing coolness breakup good person different crazy mean heart selfish miss important breathe trace follow sure smile lose look afar people road want foot touch selfish miss important breathe afar trace follow sure smile lose look afar breath little longer
